"ModernName","Date"
"whip-poor-will",1932-05-04
"white-crowned sparrow",1932-05-04
"white-throated sparrow",1932-05-04
"yellow-rumped warbler",1932-05-04
"yellow warbler",1932-05-04
"american redstart",1932-05-05
"american robin",1932-05-05
"barn swallow",1932-05-05
"belted kingfisher",1932-05-05
"bewick's wren",1932-05-05
"black-throated green warbler",1932-05-05
"blue-headed vireo",1932-05-05
"blue jay",1932-05-05
"bonaparte's gull",1932-05-05
"brown-headed cowbird",1932-05-05
"brown thrasher",1932-05-05
"chimney swift",1932-05-05
"chipping sparrow",1932-05-05
"eastern meadowlark",1932-05-05
"eastern towhee",1932-05-05
"european starling",1932-05-05
"field sparrow",1932-05-05
"grackle",1932-05-05
"gray catbird",1932-05-05
"hermit thrush",1932-05-05
"herring gull",1932-05-05
"killdeer",1932-05-05
"lincoln's sparrow",1932-05-05
"magnolia warbler",1932-05-05
"northern flicker",1932-05-05
"northern rough-winged swallow",1932-05-05
"northern water thrush",1932-05-05
"oven bird",1932-05-05
"palm warbler",1932-05-05
"prairie warbler",1932-05-05
"purple martin",1932-05-05
"red-breasted nuthatch",1932-05-05
"red-headed woodpecker",1932-05-05
"red-winged blackbird",1932-05-05
"ruby-crowned kinglet",1932-05-05
"savanna sparrow",1932-05-05
"spotted sandpiper",1932-05-05
"swamp sparrow",1932-05-05
"tree swallow",1932-05-05
"white-crowned sparrow",1932-05-05
"white-throated sparrow",1932-05-05
"yellow-rumped warbler",1932-05-05
"yellow warbler",1932-05-05
"american crow",1932-05-06
"american goldfinch",1932-05-06
"american redstart",1932-05-06
"american robin",1932-05-06
"american woodcock",1932-05-06
"bank swallow",1932-05-06
"bewick's wren",1932-05-06
"black-billed cuckoo",1932-05-06
"black and white warbler",1932-05-06
"blue-grey gnatcatcher",1932-05-06
"blue jay",1932-05-06
"bonaparte's gull",1932-05-06
"brown-headed cowbird",1932-05-06
"brown thrasher",1932-05-06
"chipping sparrow",1932-05-06
"eastern kingbird",1932-05-06
"eastern phoebe",1932-05-06
"eastern towhee",1932-05-06
"european starling",1932-05-06
"field sparrow",1932-05-06
"grackle",1932-05-06
"gray catbird",1932-05-06
"great-crested flycatcher",1932-05-06
"green heron",1932-05-06
"grey-cheeked thrush",1932-05-06
"herring gull",1932-05-06
"house wren",1932-05-06
"killdeer",1932-05-06
"magnolia warbler",1932-05-06
"northern flicker",1932-05-06
"oven bird",1932-05-06
"palm warbler",1932-05-06
"purple martin",1932-05-06
"red-breasted nuthatch",1932-05-06
"red-headed woodpecker",1932-05-06
"red-winged blackbird",1932-05-06
"rose-breasted grosbeak",1932-05-06
"ruby-crowned kinglet",1932-05-06
"savanna sparrow",1932-05-06
"scarlet tanager",1932-05-06
"solitary sandpiper",1932-05-06
"swainson's thrush",1932-05-06
"swamp sparrow",1932-05-06
"tree swallow",1932-05-06
"veery",1932-05-06
"white-crowned sparrow",1932-05-06
"white-throated sparrow",1932-05-06
"wood thrush",1932-05-06
"yellow-rumped warbler",1932-05-06
"yellow warbler",1932-05-06
"american bittern",1932-05-07
"american crow",1932-05-07
"american goldfinch",1932-05-07
"american redstart",1932-05-07
"american robin",1932-05-07
"black-throated blue warbler",1932-05-07
"black-throated green warbler",1932-05-07
"black and white warbler",1932-05-07
"blue-headed vireo",1932-05-07
"blue jay",1932-05-07
"bobolink",1932-05-07
"bonaparte's gull",1932-05-07
"brown-headed cowbird",1932-05-07
"brown thrasher",1932-05-07
"common yellowthroat",1932-05-07
"eastern kingbird",1932-05-07
"eastern towhee",1932-05-07
"european starling",1932-05-07
"field sparrow",1932-05-07
"grackle",1932-05-07
"gray catbird",1932-05-07
"grey-cheeked thrush",1932-05-07
"hermit thrush",1932-05-07
"killdeer",1932-05-07
"lincoln's sparrow",1932-05-07
"magnolia warbler",1932-05-07
"nashville warbler",1932-05-07
"northern flicker",1932-05-07
"northern water thrush",1932-05-07
"oven bird",1932-05-07
"palm warbler",1932-05-07
"purple martin",1932-05-07
"red-breasted nuthatch",1932-05-07
"red-headed woodpecker",1932-05-07
"red-winged blackbird",1932-05-07
"rose-breasted grosbeak",1932-05-07
"ruby-crowned kinglet",1932-05-07
"savanna sparrow",1932-05-07
"spotted sandpiper",1932-05-07
"swainson's thrush",1932-05-07
"swamp sparrow",1932-05-07
"veery",1932-05-07
"warbling vireo",1932-05-07
"white-crowned sparrow",1932-05-07
"white-throated sparrow",1932-05-07
"yellow-rumped warbler",1932-05-07
"yellow warbler",1932-05-07
"american crow",1932-05-08
"american goldfinch",1932-05-08
"american redstart",1932-05-08
"american robin",1932-05-08
"baltimore oriole",1932-05-08
"black-billed cuckoo",1932-05-08
"black and white warbler",1932-05-08
"blackburnian warbler",1932-05-08
"blue-headed vireo",1932-05-08
"blue jay",1932-05-08
"bobolink",1932-05-08
"bonaparte's gull",1932-05-08
"brown-headed cowbird",1932-05-08
"brown thrasher",1932-05-08
"chestnut-sided warbler",1932-05-08
"chimney swift",1932-05-08
"chipping sparrow",1932-05-08
"common tern",1932-05-08
"common yellowthroat",1932-05-08
"eastern towhee",1932-05-08
"european starling",1932-05-08
"field sparrow",1932-05-08
"grackle",1932-05-08
"grasshopper sparrow",1932-05-08
"gray catbird",1932-05-08
"great-crested flycatcher",1932-05-08
"green heron",1932-05-08
"grey-cheeked thrush",1932-05-08
"hermit thrush",1932-05-08
"lincoln's sparrow",1932-05-08
"magnolia warbler",1932-05-08
"nashville warbler",1932-05-08
"northern flicker",1932-05-08
"northern water thrush",1932-05-08
"orange-crowned warbler",1932-05-08
"oven bird",1932-05-08
"palm warbler",1932-05-08
"pine warbler",1932-05-08
"purple martin",1932-05-08
"red-breasted nuthatch",1932-05-08
"red-headed woodpecker",1932-05-08
"red-winged blackbird",1932-05-08
"ruby-crowned kinglet",1932-05-08
"savanna sparrow",1932-05-08
"sora",1932-05-08
"swamp sparrow",1932-05-08
"whip-poor-will",1932-05-08
"white-crowned sparrow",1932-05-08
"white-throated sparrow",1932-05-08
"wilson's warbler",1932-05-08
"wood thrush",1932-05-08
"yellow-rumped warbler",1932-05-08
"yellow warbler",1932-05-08
"american goldfinch",1932-05-09
"american redstart",1932-05-09
"american robin",1932-05-09
"barn swallow",1932-05-09
"black-billed cuckoo",1932-05-09
"black and white warbler",1932-05-09
"blackburnian warbler",1932-05-09
"blue-grey gnatcatcher",1932-05-09
"blue-headed vireo",1932-05-09
"blue jay",1932-05-09
"bonaparte's gull",1932-05-09
"brown-headed cowbird",1932-05-09
"brown thrasher",1932-05-09
"common tern",1932-05-09
"common yellowthroat",1932-05-09
"eastern meadowlark",1932-05-09
"eastern towhee",1932-05-09
"european starling",1932-05-09
"field sparrow",1932-05-09
"grackle",1932-05-09
"gray catbird",1932-05-09
"green heron",1932-05-09
"henslow's sparrow",1932-05-09
"magnolia warbler",1932-05-09
"nashville warbler",1932-05-09
"northern flicker",1932-05-09
"northern water thrush",1932-05-09
"orange-crowned warbler",1932-05-09
"oven bird",1932-05-09
"palm warbler",1932-05-09
"purple martin",1932-05-09
"red-breasted nuthatch",1932-05-09
"red-eyed vireo",1932-05-09
"red-headed woodpecker",1932-05-09
"red-winged blackbird",1932-05-09
"ruby-crowned kinglet",1932-05-09
"solitary sandpiper",1932-05-09
"sora",1932-05-09
"spotted sandpiper",1932-05-09
"swainson's thrush",1932-05-09
"swamp sparrow",1932-05-09
"white-crowned sparrow",1932-05-09
"white-throated sparrow",1932-05-09
"wilson's warbler",1932-05-09
"yellow-rumped warbler",1932-05-09
"yellow warbler",1932-05-09
"american goldfinch",1932-05-10
"american redstart",1932-05-10
"american robin",1932-05-10
"barn swallow",1932-05-10
"belted kingfisher",1932-05-10
"black and white warbler",1932-05-10
"black tern",1932-05-10
"blue-headed vireo",1932-05-10
"blue jay",1932-05-10
"bonaparte's gull",1932-05-10
"brown-headed cowbird",1932-05-10
"brown thrasher",1932-05-10
"cape may warbler",1932-05-10
"chestnut-sided warbler",1932-05-10
"common yellowthroat",1932-05-10
"dark-eyed junco",1932-05-10
"eastern towhee",1932-05-10
"european starling",1932-05-10
"field sparrow",1932-05-10
"grackle",1932-05-10
"gray catbird",1932-05-10
"great-crested flycatcher",1932-05-10
"grey-cheeked thrush",1932-05-10
"lincoln's sparrow",1932-05-10
"nashville warbler",1932-05-10
"northern flicker",1932-05-10
"northern water thrush",1932-05-10
"oven bird",1932-05-10
"palm warbler",1932-05-10
"purple martin",1932-05-10
"red-breasted nuthatch",1932-05-10
"red-headed woodpecker",1932-05-10
"red-winged blackbird",1932-05-10
"ruby-crowned kinglet",1932-05-10
"scarlet tanager",1932-05-10
"sora",1932-05-10
"spotted sandpiper",1932-05-10
"swainson's thrush",1932-05-10
"swamp sparrow",1932-05-10
"warbling vireo",1932-05-10
"white-crowned sparrow",1932-05-10
"white-throated sparrow",1932-05-10
"yellow-rumped warbler",1932-05-10
"yellow warbler",1932-05-10
"american goldfinch",1932-05-11
"american robin",1932-05-11
"belted kingfisher",1932-05-11
"blue jay",1932-05-11
"bonaparte's gull",1932-05-11
"brown thrasher",1932-05-11
"dark-eyed junco",1932-05-11
"eastern towhee",1932-05-11
"grackle",1932-05-11
"gray catbird",1932-05-11
"lincoln's sparrow",1932-05-11
"northern flicker",1932-05-11
"northern parula",1932-05-11
"northern water thrush",1932-05-11
"orange-crowned warbler",1932-05-11
"palm warbler",1932-05-11
"purple martin",1932-05-11
"red-breasted nuthatch",1932-05-11
"red-headed woodpecker",1932-05-11
"solitary sandpiper",1932-05-11
"swainson's thrush",1932-05-11
"white-crowned sparrow",1932-05-11
"white-throated sparrow",1932-05-11
"yellow-rumped warbler",1932-05-11
"american goldfinch",1932-05-12
"american redstart",1932-05-12
"american robin",1932-05-12
"barn swallow",1932-05-12
"belted kingfisher",1932-05-12
"black-throated blue warbler",1932-05-12
"black and white warbler",1932-05-12
"blue jay",1932-05-12
"bonaparte's gull",1932-05-12
"brown-headed cowbird",1932-05-12
"brown thrasher",1932-05-12
"common yellowthroat",1932-05-12
"downy woodpecker",1932-05-12
"eastern towhee",1932-05-12
"european starling",1932-05-12
"field sparrow",1932-05-12
"grackle",1932-05-12
"gray catbird",1932-05-12
"great-crested flycatcher",1932-05-12
"green heron",1932-05-12
"grey-cheeked thrush",1932-05-12
"house wren",1932-05-12
"nashville warbler",1932-05-12
"northern flicker",1932-05-12
"oven bird",1932-05-12
"palm warbler",1932-05-12
"purple martin",1932-05-12
"red-breasted nuthatch",1932-05-12
"red-headed woodpecker",1932-05-12
"red-winged blackbird",1932-05-12
"sora",1932-05-12
"swainson's thrush",1932-05-12
"swamp sparrow",1932-05-12
"white-crowned sparrow",1932-05-12
"white-throated sparrow",1932-05-12
"yellow-rumped warbler",1932-05-12
"yellow warbler",1932-05-12
"american goldfinch",1932-05-13
"american redstart",1932-05-13
"american robin",1932-05-13
"baltimore oriole",1932-05-13
"barn swallow",1932-05-13
"black and white warbler",1932-05-13
"blue jay",1932-05-13
"bobolink",1932-05-13
"bonaparte's gull",1932-05-13
"brown-headed cowbird",1932-05-13
"brown thrasher",1932-05-13
"cape may warbler",1932-05-13
"cedar waxwing",1932-05-13
"common tern",1932-05-13
"eastern kingbird",1932-05-13
"european starling",1932-05-13
"grackle",1932-05-13
"gray catbird",1932-05-13
"great-crested flycatcher",1932-05-13
"green heron",1932-05-13
"indigo bunting",1932-05-13
"killdeer",1932-05-13
"nashville warbler",1932-05-13
"northern flicker",1932-05-13
"orange-crowned warbler",1932-05-13
"palm warbler",1932-05-13
"purple martin",1932-05-13
"red-breasted nuthatch",1932-05-13
"red-headed woodpecker",1932-05-13
"red-winged blackbird",1932-05-13
"ruby-crowned kinglet",1932-05-13
"savanna sparrow",1932-05-13
"sora",1932-05-13
"spotted sandpiper",1932-05-13
"swainson's thrush",1932-05-13
"swamp sparrow",1932-05-13
"white-crowned sparrow",1932-05-13
"white-throated sparrow",1932-05-13
"yellow-rumped warbler",1932-05-13
"yellow warbler",1932-05-13
"american goldfinch",1932-05-14
"american redstart",1932-05-14
"american robin",1932-05-14
"baltimore oriole",1932-05-14
"barn swallow",1932-05-14
"bay-breasted warbler",1932-05-14
"black-billed cuckoo",1932-05-14
"black-poll warbler",1932-05-14
"black-throated green warbler",1932-05-14
"black and white warbler",1932-05-14
"blue-headed vireo",1932-05-14
"blue jay",1932-05-14
"brown-headed cowbird",1932-05-14
"brown thrasher",1932-05-14
"canadian warbler",1932-05-14
"cape may warbler",1932-05-14
"cedar waxwing",1932-05-14
"chestnut-sided warbler",1932-05-14
"chipping sparrow",1932-05-14
"common yellowthroat",1932-05-14
"eastern kingbird",1932-05-14
"eastern wood peewee",1932-05-14
"european starling",1932-05-14
"grackle",1932-05-14
"gray catbird",1932-05-14
"great-crested flycatcher",1932-05-14
"green heron",1932-05-14
"grey-cheeked thrush",1932-05-14
"indigo bunting",1932-05-14
"lincoln's sparrow",1932-05-14
"magnolia warbler",1932-05-14
"mourning warbler",1932-05-14
"northern flicker",1932-05-14
"northern water thrush",1932-05-14
"orange-crowned warbler",1932-05-14
"oven bird",1932-05-14
"palm warbler",1932-05-14
"purple martin",1932-05-14
"red-eyed vireo",1932-05-14
"red-headed woodpecker",1932-05-14
"red-winged blackbird",1932-05-14
"rose-breasted grosbeak",1932-05-14
"ruby-crowned kinglet",1932-05-14
"savanna sparrow",1932-05-14
"scarlet tanager",1932-05-14
"spotted sandpiper",1932-05-14
"swainson's thrush",1932-05-14
"white-crowned sparrow",1932-05-14
"white-throated sparrow",1932-05-14
"wilson's warbler",1932-05-14
"wood thrush",1932-05-14
"yellow-billed cuckoo",1932-05-14
"yellow-rumped warbler",1932-05-14
"yellow warbler",1932-05-14
"american goldfinch",1932-05-15
"american redstart",1932-05-15
"american robin",1932-05-15
"american woodcock",1932-05-15
"bay-breasted warbler",1932-05-15
"black-poll warbler",1932-05-15
"black-throated blue warbler",1932-05-15
"blue jay",1932-05-15
"bonaparte's gull",1932-05-15
"brown-headed cowbird",1932-05-15
"brown thrasher",1932-05-15
"canadian warbler",1932-05-15
"cape may warbler",1932-05-15
"chestnut-sided warbler",1932-05-15
"chimney swift",1932-05-15
"common tern",1932-05-15
"common yellowthroat",1932-05-15
"eastern kingbird",1932-05-15
"eastern wood peewee",1932-05-15
"european starling",1932-05-15
"grackle",1932-05-15
"gray catbird",1932-05-15
"great-crested flycatcher",1932-05-15
"green heron",1932-05-15
"grey-cheeked thrush",1932-05-15
"indigo bunting",1932-05-15
"killdeer",1932-05-15
"lincoln's sparrow",1932-05-15
"magnolia warbler",1932-05-15
"mourning warbler",1932-05-15
"northern flicker",1932-05-15
"northern water thrush",1932-05-15
"orange-crowned warbler",1932-05-15
"purple martin",1932-05-15
"red-breasted nuthatch",1932-05-15
"red-eyed vireo",1932-05-15
"red-winged blackbird",1932-05-15
"scarlet tanager",1932-05-15
"swainson's thrush",1932-05-15
"swamp sparrow",1932-05-15
"white-crowned sparrow",1932-05-15
"white-throated sparrow",1932-05-15
"wilson's warbler",1932-05-15
"yellow-bellied flycatcher",1932-05-15
"american redstart",1932-05-16
"american robin",1932-05-16
"black-poll warbler",1932-05-16
"black and white warbler",1932-05-16
"brown thrasher",1932-05-16
"canadian warbler",1932-05-16
"chestnut-sided warbler",1932-05-16
"chimney swift",1932-05-16
"european starling",1932-05-16
"grackle",1932-05-16
"gray catbird",1932-05-16
"green heron",1932-05-16
"grey-cheeked thrush",1932-05-16
"house wren",1932-05-16
"magnolia warbler",1932-05-16
"mourning warbler",1932-05-16
"northern flicker",1932-05-16
"northern water thrush",1932-05-16
"orange-crowned warbler",1932-05-16
"palm warbler",1932-05-16
"purple martin",1932-05-16
"scarlet tanager",1932-05-16
"solitary sandpiper",1932-05-16
"swainson's thrush",1932-05-16
"white-throated sparrow",1932-05-16
"wilson's warbler",1932-05-16
"yellow-bellied flycatcher",1932-05-16
"yellow-billed cuckoo",1932-05-16
"american goldfinch",1932-05-17
"american redstart",1932-05-17
"american robin",1932-05-17
"barn swallow",1932-05-17
"belted kingfisher",1932-05-17
"black tern",1932-05-17
"blue jay",1932-05-17
"brown-headed cowbird",1932-05-17
"brown thrasher",1932-05-17
"chestnut-sided warbler",1932-05-17
"common yellowthroat",1932-05-17
"european starling",1932-05-17
"field sparrow",1932-05-17
"grackle",1932-05-17
"gray catbird",1932-05-17
"green heron",1932-05-17
"grey-cheeked thrush",1932-05-17
"house wren",1932-05-17
"indigo bunting",1932-05-17
"killdeer",1932-05-17
"magnolia warbler",1932-05-17
"northern flicker",1932-05-17
"northern water thrush",1932-05-17
"palm warbler",1932-05-17
"purple martin",1932-05-17
"red-headed woodpecker",1932-05-17
"red-winged blackbird",1932-05-17
"rose-breasted grosbeak",1932-05-17
"ruby-crowned kinglet",1932-05-17
"swainson's thrush",1932-05-17
"swamp sparrow",1932-05-17
"white-throated sparrow",1932-05-17
"wilson's warbler",1932-05-17
"yellow-bellied flycatcher",1932-05-17
"yellow warbler",1932-05-17
"american goldfinch",1932-05-18
"american redstart",1932-05-18
"american robin",1932-05-18
"baltimore oriole",1932-05-18
"barn swallow",1932-05-18
"black-poll warbler",1932-05-18
"black-throated blue warbler",1932-05-18
"black and white warbler",1932-05-18
"black tern",1932-05-18
"blackburnian warbler",1932-05-18
"blue jay",1932-05-18
"bonaparte's gull",1932-05-18
"brown thrasher",1932-05-18
"canadian warbler",1932-05-18
"chestnut-sided warbler",1932-05-18
"common tern",1932-05-18
"common yellowthroat",1932-05-18
"eastern kingbird",1932-05-18
"eastern towhee",1932-05-18
"european starling",1932-05-18
"grackle",1932-05-18
"gray catbird",1932-05-18
"green heron",1932-05-18
"grey-cheeked thrush",1932-05-18
"house wren",1932-05-18
"indigo bunting",1932-05-18
"magnolia warbler",1932-05-18
"nashville warbler",1932-05-18
"northern flicker",1932-05-18
"northern water thrush",1932-05-18
"purple martin",1932-05-18
"red-headed woodpecker",1932-05-18
"red-winged blackbird",1932-05-18
"song sparrow",1932-05-18
"spotted sandpiper",1932-05-18
"swainson's thrush",1932-05-18
"warbling vireo",1932-05-18
"wilson's warbler",1932-05-18
"yellow-rumped warbler",1932-05-18
"yellow warbler",1932-05-18
"american goldfinch",1932-05-19
"american redstart",1932-05-19
"american robin",1932-05-19
"barn swallow",1932-05-19
"black-poll warbler",1932-05-19
"black-throated green warbler",1932-05-19
"black and white warbler",1932-05-19
"blackburnian warbler",1932-05-19
"blue jay",1932-05-19
"brown thrasher",1932-05-19
"canadian warbler",1932-05-19
"chestnut-sided warbler",1932-05-19
"european starling",1932-05-19
