"","ModernName","Date","Time","Location","n","Observer","Weather","Year"
"20374","american robin",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",2,"","",2014
"20375","american crow",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",2,"","",2014
"20376","red winged blackbird",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",6,"","",2014
"20377","mallard",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",20,"","",2014
"20378","ring billed gull",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",2,"","",2014
"20379","yellow warbler",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",2,"","",2014
"20380","canada goose",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",5,"","",2014
"20381","northern rough winged swallow",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",3,"","",2014
"20382","wood duck",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",1,"","",2014
"20383","gray catbird",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",3,"","",2014
"20384","warbling vireo",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",1,"","",2014
"20385","palm warbler",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",1,"","",2014
"20386","yellow rumped warbler",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",5,"","",2014
"20387","red winged blackbird",2014-05-10,7H 23M 0S,"Nature Boardwalk",6,"","",2014
"20388","barn swallow",2014-05-10,7H 23M 0S,"Nature Boardwalk",1,"","",2014
"20389","common yellowthroat",2014-05-10,7H 23M 0S,"Nature Boardwalk",1,"","",2014
"20390","house sparrow",2014-05-10,7H 23M 0S,"Nature Boardwalk",1,"","",2014
"20391","european starling",2014-05-10,7H 23M 0S,"Nature Boardwalk",13,"","",2014
"20392","clay colored sparrow",2014-05-10,7H 23M 0S,"Nature Boardwalk",2,"","",2014
"20393","song sparrow",2014-05-10,7H 23M 0S,"Nature Boardwalk",3,"","",2014
"20394","nashville warbler",2014-05-10,7H 23M 0S,"Nature Boardwalk",1,"","",2014
"20395","swamp sparrow",2014-05-10,7H 23M 0S,"Nature Boardwalk",1,"","",2014
"20396","canada goose",2014-05-10,7H 23M 0S,"Nature Boardwalk",16,"","",2014
"20397","mallard",2014-05-10,7H 23M 0S,"Nature Boardwalk",1,"","",2014
"20398","yellow warbler",2014-05-10,7H 23M 0S,"Nature Boardwalk",1,"","",2014
"20399","northern rough winged swallow",2014-05-10,7H 23M 0S,"Nature Boardwalk",2,"","",2014
"20400","blue jay",2014-05-10,7H 23M 0S,"Nature Boardwalk",1,"","",2014
"20401","black crowned night heron",2014-05-10,7H 23M 0S,"Nature Boardwalk",4,"","",2014
"20402","indigo bunting",2014-05-10,7H 23M 0S,"Nature Boardwalk",1,"","",2014
"20403","downy woodpecker",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",2,"","",2014
"20404","warbling vireo",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",1,"","",2014
"20405","palm warbler",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",11,"","",2014
"20406","scarlet tanager",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",1,"","",2014
"20407","european starling",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",1,"","",2014
"20408","american goldfinch",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",1,"","",2014
"20409","blue gray gnatcatcher",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",1,"","",2014
"20410","american crow",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",4,"","",2014
"20411","cooper's hawk",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",1,"","",2014
"20412","yellow bellied flycatcher",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",1,"","",2014
"20413","blue jay",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",1,"","",2014
"20414","common yellowthroat",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",4,"","",2014
"20415","gray catbird",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",4,"","",2014
"20416","chimney swift",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",2,"","",2014
"20417","white crowned sparrow",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",3,"","",2014
"20418","magnolia warbler",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",1,"","",2014
"20419","swainson's thrush",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",3,"","",2014
"20420","lincoln's sparrow",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",1,"","",2014
"20421","white throated sparrow",2014-05-10,7H 43M 0S,"South of Nature Boardwalk",1,"","",2014
"20422","cape may warbler",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",1,"","",2014
"20423","blackburnian warbler",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",1,"","",2014
"20424","black and white warbler",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",1,"","",2014
"20425","least flycatcher",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",1,"","",2014
"20426","nashville warbler",2014-05-10,6H 59M 0S,"Lincoln Park Zoo",1,"","",2014
"20427","black throated green warbler",2014-05-10,7H 23M 0S,"Nature Boardwalk",1,"","",2014
"20428","palm warbler",2014-05-10,7H 23M 0S,"Nature Boardwalk",2,"","",2014
"20429","american robin",2014-05-11,6H 4M 0S,"North Pond",1,"","",2014
"20430","red winged blackbird",2014-05-11,6H 4M 0S,"North Pond",6,"","",2014
"20431","swainson's thrush",2014-05-11,6H 4M 0S,"North Pond",NA,"","",2014
"20432","black capped chickadee",2014-05-11,6H 4M 0S,"North Pond",3,"","",2014
"20433","empidonax flycatcher",2014-05-11,6H 4M 0S,"North Pond",1,"","",2014
"20434","downy woodpecker",2014-05-11,6H 4M 0S,"North Pond",3,"","",2014
"20435","american crow",2014-05-11,6H 4M 0S,"North Pond",3,"","",2014
"20436","caspian tern",2014-05-11,6H 4M 0S,"North Pond",1,"","",2014
"20437","baltimore oriole",2014-05-11,6H 4M 0S,"North Pond",2,"","",2014
"20438","yellow rumped warbler",2014-05-11,6H 4M 0S,"North Pond",4,"","",2014
"20439","mallard",2014-05-11,6H 4M 0S,"North Pond",20,"","",2014
"20440","blackpoll warbler",2014-05-11,6H 4M 0S,"North Pond",2,"","",2014
"20441","magnolia warbler",2014-05-11,6H 4M 0S,"North Pond",1,"","",2014
"20442","yellow warbler",2014-05-11,6H 4M 0S,"North Pond",3,"","",2014
"20443","palm warbler",2014-05-11,6H 4M 0S,"North Pond",4,"","",2014
"20444","european starling",2014-05-11,6H 4M 0S,"North Pond",2,"","",2014
"20445","canada goose",2014-05-11,6H 4M 0S,"North Pond",8,"","",2014
"20446","domestic duck",2014-05-11,6H 4M 0S,"North Pond",2,"","",2014
"20447","wood duck",2014-05-11,6H 4M 0S,"North Pond",6,"","",2014
"20448","american redstart",2014-05-11,6H 4M 0S,"North Pond",1,"","",2014
"20449","louisiana water thrush",2014-05-11,6H 4M 0S,"North Pond",1,"","",2014
"20450","american coot",2014-05-11,6H 4M 0S,"North Pond",1,"","",2014
"20451","northern waterthrush",2014-05-11,6H 4M 0S,"North Pond",1,"","",2014
"20453","green heron",2014-05-11,6H 4M 0S,"North Pond",2,"","",2014
"20454","herring gull",2014-05-11,6H 4M 0S,"North Pond",1,"","",2014
"20455","black crowned night heron",2014-05-11,6H 4M 0S,"North Pond",1,"","",2014
"20456","american goldfinch",2014-05-11,6H 4M 0S,"North Pond",1,"","",2014
"20457","house sparrow",2014-05-11,6H 4M 0S,"North Pond",6,"","",2014
"20458","swamp sparrow",2014-05-11,6H 4M 0S,"North Pond",1,"","",2014
"20459","song sparrow",2014-05-11,6H 4M 0S,"North Pond",1,"","",2014
"20460","american robin",2014-05-11,6H 42M 0S,"Lily Pond",4,"","",2014
"20461","warbling vireo",2014-05-11,6H 42M 0S,"Lily Pond",2,"","",2014
"20462","blackpoll warbler",2014-05-11,6H 42M 0S,"Lily Pond",1,"","",2014
"20463","black and white warbler",2014-05-11,6H 42M 0S,"Lily Pond",1,"","",2014
"20465","american redstart",2014-05-11,6H 42M 0S,"Lily Pond",1,"","",2014
"20466","mallard",2014-05-11,6H 42M 0S,"Lily Pond",4,"","",2014
"20467","yellow warbler",2014-05-11,6H 42M 0S,"Lily Pond",1,"","",2014
"20468","gray cheeked thrush",2014-05-11,6H 42M 0S,"Lily Pond",1,"","",2014
"20469","chimney swift",2014-05-11,6H 42M 0S,"Lily Pond",1,"","",2014
"20470","palm warbler",2014-05-11,6H 42M 0S,"Lily Pond",1,"","",2014
"20471","song sparrow",2014-05-11,6H 42M 0S,"Lily Pond",1,"","",2014
"20472","house sparrow",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",24,"","",2014
"20473","american crow",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",1,"","",2014
"20474","northern cardinal",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",2,"","",2014
"20475","common grackle",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",5,"","",2014
"20476","white crowned sparrow",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",2,"","",2014
"20477","american goldfinch",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",1,"","",2014
"20478","red winged blackbird",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",3,"","",2014
"20479","downy woodpecker",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",1,"","",2014
"20480","ring billed gull",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",1,"","",2014
"20481","mallard",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",6,"","",2014
"20482","wood duck",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",1,"","",2014
"20483","canada goose",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",3,"","",2014
"20484","common yellowthroat",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",2,"","",2014
"20485","american robin",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",1,"","",2014
"20486","northern flicker",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",1,"","",2014
"20487","palm warbler",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",1,"","",2014
"20488","empidonax flycatcher",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",1,"","",2014
"20489","blackpoll warbler",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",1,"","",2014
"20490","warbling vireo",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",1,"","",2014
"20491","ruby crowned kinglet",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",1,"","",2014
"20492","barn swallow",2014-05-11,6H 54M 0S,"Lincoln Park Zoo",2,"","",2014
"20493","red winged blackbird",2014-05-11,7H 27M 0S,"Nature Boardwalk",7,"","",2014
"20494","lincoln's sparrow",2014-05-11,7H 27M 0S,"Nature Boardwalk",1,"","",2014
"20495","canada goose",2014-05-11,7H 27M 0S,"Nature Boardwalk",22,"","",2014
"20496","northern rough winged swallow",2014-05-11,7H 27M 0S,"Nature Boardwalk",2,"","",2014
"20497","yellow warbler",2014-05-11,7H 27M 0S,"Nature Boardwalk",1,"","",2014
"20498","house sparrow",2014-05-11,7H 27M 0S,"Nature Boardwalk",2,"","",2014
"20499","common grackle",2014-05-11,7H 27M 0S,"Nature Boardwalk",2,"","",2014
"20500","brown headed cowbird",2014-05-11,7H 27M 0S,"Nature Boardwalk",1,"","",2014
"20501","baltimore oriole",2014-05-11,7H 27M 0S,"Nature Boardwalk",2,"","",2014
"20502","red headed woodpecker",2014-05-11,7H 27M 0S,"Nature Boardwalk",1,"","",2014
"20503","red eyed vireo",2014-05-11,7H 27M 0S,"Nature Boardwalk",1,"","",2014
"20504","mallard",2014-05-11,7H 27M 0S,"Nature Boardwalk",1,"","",2014
"20505","song sparrow",2014-05-11,7H 27M 0S,"Nature Boardwalk",1,"","",2014
"20506","eastern kingbird",2014-05-11,7H 27M 0S,"Nature Boardwalk",1,"","",2014
"20507","barn swallow",2014-05-11,7H 27M 0S,"Nature Boardwalk",1,"","",2014
"20508","savannah sparrow",2014-05-11,7H 27M 0S,"Nature Boardwalk",1,"","",2014
"20509","black crowned night heron",2014-05-11,7H 27M 0S,"Nature Boardwalk",1,"","",2014
"20510","american crow",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",1,"","",2014
"20511","warbling vireo",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",7,"","",2014
"20512","european starling",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",3,"","",2014
"20513","american goldfinch",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",3,"","",2014
"20514","palm warbler",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",2,"","",2014
"20515","blackpoll warbler",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",3,"","",2014
"20516","house sparrow",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",3,"","",2014
"20517","black crowned night heron",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",133,"","",2014
"20518","chimney swift",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",1,"","",2014
"20519","house wren",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",1,"","",2014
"20520","american crow",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",1,"","",2014
"20521","ovenbird",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",1,"","",2014
"20522","rock pigeon",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",18,"","",2014
"20523","downy woodpecker",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",1,"","",2014
"20524","blue jay",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",1,"","",2014
"20525","black and white warbler",2014-05-11,7H 45M 0S,"South of Nature Boardwalk",1,"","",2014
"20526","scarlet tanager",2014-05-12,6H 31M 0S,"North Pond",4,"","",2014
"20527","savannah sparrow",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20528","least flycatcher",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20529","american robin",2014-05-12,6H 31M 0S,"North Pond",3,"","",2014
"20530","ruby crowned kinglet",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20531","blue gray gnatcatcher",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20532","red winged blackbird",2014-05-12,6H 31M 0S,"North Pond",4,"","",2014
"20533","white crowned sparrow",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20534","european starling",2014-05-12,6H 31M 0S,"North Pond",2,"","",2014
"20535","marsh wren",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20536","domestic duck",2014-05-12,6H 31M 0S,"North Pond",2,"","",2014
"20537","mallard",2014-05-12,6H 31M 0S,"North Pond",6,"","",2014
"20538","white throated sparrow",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20539","empidonax flycatcher",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20540","yellow rumped warbler",2014-05-12,6H 31M 0S,"North Pond",4,"","",2014
"20541","chestnut sided warbler",2014-05-12,6H 31M 0S,"North Pond",2,"","",2014
"20542","american redstart",2014-05-12,6H 31M 0S,"North Pond",2,"","",2014
"20543","blackpoll warbler",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20544","palm warbler",2014-05-12,6H 31M 0S,"North Pond",4,"","",2014
"20545","american goldfinch",2014-05-12,6H 31M 0S,"North Pond",3,"","",2014
"20546","northern waterthrush",2014-05-12,6H 31M 0S,"North Pond",2,"","",2014
"20547","green heron",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20549","swamp sparrow",2014-05-12,6H 31M 0S,"North Pond",3,"","",2014
"20550","canada goose",2014-05-12,6H 31M 0S,"North Pond",36,"","",2014
"20551","herring gull",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20552","wood duck",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20553","ring billed gull",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20554","common yellowthroat",2014-05-12,6H 31M 0S,"North Pond",2,"","",2014
"20555","chipping sparrow",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20556","black capped chickadee",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20557","magnolia warbler",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20558","house sparrow",2014-05-12,6H 31M 0S,"North Pond",7,"","",2014
"20559","greylag goose",2014-05-12,6H 31M 0S,"North Pond",2,"","",2014
"20560","nashville warbler",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20561","chimney swift",2014-05-12,6H 31M 0S,"North Pond",1,"","",2014
"20562","canada goose",2014-05-12,7H 0M 0S,"Lily Pond",3,"","",2014
"20563","european starling",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20564","american goldfinch",2014-05-12,7H 0M 0S,"Lily Pond",2,"","",2014
"20565","green heron",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20566","palm warbler",2014-05-12,7H 0M 0S,"Lily Pond",4,"","",2014
"20567","warbling vireo",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20568","nashville warbler",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20569","black capped chickadee",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20570","yellow rumped warbler",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20571","chestnut sided warbler",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20572","mallard",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20573","gray cheeked thrush",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20574","white crowned sparrow",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20575","gray catbird",2014-05-12,7H 0M 0S,"Lily Pond",2,"","",2014
"20576","american redstart",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20577","baltimore oriole",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20578","magnolia warbler",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20579","common yellowthroat",2014-05-12,7H 0M 0S,"Lily Pond",1,"","",2014
"20580","northern cardinal",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20581","house sparrow",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",14,"","",2014
"20582","barn swallow",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20583","chimney swift",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20584","american robin",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",5,"","",2014
"20585","common grackle",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",7,"","",2014
"20586","mourning dove",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",2,"","",2014
"20587","red winged blackbird",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",5,"","",2014
"20588","white throated sparrow",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",2,"","",2014
"20589","white crowned sparrow",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",2,"","",2014
"20590","mallard",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",26,"","",2014
"20591","yellow warbler",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20592","canada goose",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20593","northern waterthrush",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20594","wood duck",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20595","warbling vireo",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20596","scarlet tanager",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",3,"","",2014
"20597","blackpoll warbler",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20598","eastern kingbird",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20599","yellow rumped warbler",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20600","song sparrow",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20601","european starling",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20602","black and white warbler",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20603","palm warbler",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20604","yellow warbler",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20605","northern rough winged swallow",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",2,"","",2014
"20606","ovenbird",2014-05-12,7H 10M 0S,"Lincoln Park Zoo",1,"","",2014
"20607","house sparrow",2014-05-12,7H 32M 0S,"Nature Boardwalk",1,"","",2014
"20608","red winged blackbird",2014-05-12,7H 32M 0S,"Nature Boardwalk",4,"","",2014
"20609","american redstart",2014-05-12,7H 32M 0S,"Nature Boardwalk",1,"","",2014
"20610","baltimore oriole",2014-05-12,7H 32M 0S,"Nature Boardwalk",3,"","",2014
"20611","american goldfinch",2014-05-12,7H 32M 0S,"Nature Boardwalk",1,"","",2014
"20612","great blue heron",2014-05-12,7H 32M 0S,"Nature Boardwalk",1,"","",2014
"20613","white crowned sparrow",2014-05-12,7H 32M 0S,"Nature Boardwalk",1,"","",2014
"20614","blackpoll warbler",2014-05-12,7H 32M 0S,"Nature Boardwalk",1,"","",2014
"20615","eastern kingbird",2014-05-12,7H 32M 0S,"Nature Boardwalk",1,"","",2014
"20616","canada goose",2014-05-12,7H 32M 0S,"Nature Boardwalk",16,"","",2014
"20617","black crowned night heron",2014-05-12,7H 32M 0S,"Nature Boardwalk",2,"","",2014
"20618","barn swallow",2014-05-12,7H 32M 0S,"Nature Boardwalk",1,"","",2014
"20619","mallard",2014-05-12,7H 32M 0S,"Nature Boardwalk",2,"","",2014
"20620","song sparrow",2014-05-12,7H 32M 0S,"Nature Boardwalk",1,"","",2014
"20621","yellow rumped warbler",2014-05-12,7H 32M 0S,"Nature Boardwalk",1,"","",2014
"20622","green heron",2014-05-12,7H 32M 0S,"Nature Boardwalk",1,"","",2014
"20623","yellow warbler",2014-05-12,7H 32M 0S,"Nature Boardwalk",1,"","",2014
"20624","willow flycatcher",2014-05-12,7H 32M 0S,"Nature Boardwalk",2,"","",2014
"20625","common grackle",2014-05-12,7H 32M 0S,"Nature Boardwalk",1,"","",2014
"20626","house sparrow",2014-05-12,7H 49M 0S,"South of Nature Boardwalk",16,"","",2014
"20627","northern rough winged swallow",2014-05-12,7H 49M 0S,"South of Nature Boardwalk",2,"","",2014
"20628","barn swallow",2014-05-12,7H 49M 0S,"South of Nature Boardwalk",1,"","",2014
"20629","european starling",2014-05-12,7H 49M 0S,"South of Nature Boardwalk",11,"","",2014
"20630","warbling vireo",2014-05-12,7H 49M 0S,"South of Nature Boardwalk",1,"","",2014
"20631","palm warbler",2014-05-12,7H 49M 0S,"South of Nature Boardwalk",4,"","",2014
"20632","yellow warbler",2014-05-12,7H 49M 0S,"South of Nature Boardwalk",1,"","",2014
"20633","downy woodpecker",2014-05-12,7H 49M 0S,"South of Nature Boardwalk",1,"","",2014
"20634","american crow",2014-05-12,7H 49M 0S,"South of Nature Boardwalk",2,"","",2014
"20635","red winged blackbird",2014-05-12,7H 49M 0S,"South of Nature Boardwalk",1,"","",2014
"20636","white crowned sparrow",2014-05-12,7H 49M 0S,"South of Nature Boardwalk",2,"","",2014
